"","sel","","title","artist","top genre","year","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop"
"1563","on (i)","","Michael Franks","Mats/Morgan","","2021","2023‑06‑22","102","90","67","-6","29","39","187","14","6","13"
"1564","on (i)","","Pop Stuff","Vels Trio","british jazz","2021","2023‑06‑22","153","65","36","-13","11","18","276","1","3","13"
"1565","on (i)","","Dreamers","Mark Lockheart","british jazz","2021","2023‑06‑22","116","42","54","-10","14","24","328","14","3","13"
"1566","on (i)","","Digital Palm Reprise - Bonus Track","Paradise Cinema","","2021","2023‑06‑22","128","73","42","-9","7","39","285","45","4","13"
"1567","on (i)","","Median","Nils Petter Molvær","ecm-style jazz","2021","2023‑06‑22","157","38","29","-14","7","6","358","74","4","13"
"1568","on (i)","","Fristil","Fri Steel","","2021","2023‑06‑22","138","43","60","-12","27","33","361","61","3","13"
"1569","on (i)","","Orbit","Andorra","","2021","2023‑06‑22","105","53","38","-13","12","15","454","34","3","13"
"1570","on (i)","","Rydo and Julianne","Petty Cassettes","","2021","2023‑06‑22","109","79","52","-7","11","45","303","0","4","13"
"1571","on (i)","","I Cannot Lie","Lyna","","2022","2023‑06‑22","90","74","66","-6","16","26","141","1","8","13"
"1572","on (i)","","Gravity","Conrad Epps","pacific islands pop","2022","2023‑06‑22","81","55","47","-8","28","30","155","23","17","13"
"1573","on (i)","","Son","G33","","2022","2023‑06‑22","130","49","72","-8","9","20","273","49","7","13"
"1574","on (i)","","SHITTIN ME","Awni","oc rap","2022","2023‑06‑22","76","62","72","-6","18","66","166","0","13","13"
"1575","on (i)","","Find Sadie","Bro Kid","","2022","2023‑06‑22","77","62","76","-11","8","69","226","0","27","13"
"1576","on (i)","","Hurting (Dance the Night Away) - Radio Edit","RESN8","","2022","2023‑06‑22","124","54","74","-17","9","20","217","36","10","13"
"1577","on (i)","","Mountain Man Exit","Timo Lassy","finnish jazz","2022","2023‑06‑22","92","56","54","-11","13","94","271","4","4","13"
"1578","on (i)","","Blues for Bristol","Dan Berkson","","2022","2023‑06‑22","115","39","34","-15","17","53","285","55","3","13"
"1579","on (i)","","Moonlight Breaks","Daydreams","","2022","2023‑06‑22","121","78","73","-7","35","76","193","1","4","13"
"1580","on (i)","","The Milky Way","Elijah William","","2023","2023‑06‑22","78","48","59","-6","11","31","152","43","4","13"
"1581","on (i)","","Looking Forward","Tjay Suni","christian lo-fi","2023","2023‑06‑22","87","64","62","-14","12","51","99","50","4","13"
"1582","on (i)","","Sunset","Chers","","2023","2023‑06‑22","140","14","75","-20","12","45","170","43","12","13"
"1583","on (i)","","Parallel Lines","Opera","","2023","2023‑06‑22","127","73","57","-9","11","58","171","19","4","13"
"1584","on (i)","","Milkshake","The Hotrats","","2020","2023‑06‑22","126","69","30","-8","9","30","250","67","5","12"
"1585","on (i)","","Anything Green Get Bun","Uk Drill Hub","uk drill","2021","2023‑06‑22","139","69","82","-7","28","70","288","58","53","12"
"1586","on (i)","","Salute","Uk Drill Hub","uk drill","2021","2023‑06‑22","138","78","79","-9","35","57","142","8","21","12"
"1587","on (i)","","Highway Brain Planet","Peter Zummo","post-minimalism","2021","2023‑06‑22","124","56","53","-12","7","50","223","45","3","12"
"1588","on (i)","","The American Negro","Adrian Younge","african-american classical","2021","2023‑06‑22","136","69","65","-8","57","71","276","14","6","12"
"1589","on (i)","","Salon Winds","Carlos Niño","experimental jazz","2021","2023‑06‑22","126","68","45","-16","13","37","443","19","6","12"
"1590","on (i)","","Baikal","Thomas Agergaard","danish jazz","2021","2023‑06‑22","109","48","61","-13","10","39","390","88","4","12"
"1591","on (i)","","Grasshopper","Joanna Duda Trio","polish modern jazz","2021","2023‑06‑22","76","34","37","-15","10","49","449","50","7","12"
"1592","on (i)","","Atm Asly","Ahmed Tamer","","2022","2023‑06‑22","101","80","85","-8","10","72","276","35","39","12"
"1593","on (i)","","Epic Energy","CK Diamond","","2022","2023‑06‑22","142","78","73","-9","24","63","149","3","39","12"
"1594","on (i)","","Misled","Brett Jetski","","2022","2023‑06‑22","155","55","74","-8","8","89","104","24","6","12"
"1595","on (i)","","franks ocean","Kaz","","2022","2023‑06‑22","142","45","55","-11","13","46","148","85","22","12"
"1596","on (i)","","Croydon Koma","Petter Eldh","experimental jazz","2022","2023‑06‑22","97","64","71","-8","10","52","152","6","11","12"
"1597","on (i)","","Good 1","Clifford","lo-fi jazzhop","2023","2023‑06‑22","82","44","69","-11","9","70","138","31","13","12"
"1598","on (i)","","Papier","T2EZY","","2023","2023‑06‑22","149","78","83","-6","10","5","150","2","27","12"
"1599","on (i)","","THIRSTY","SLXCK","","2023","2023‑06‑22","110","60","87","-7","13","61","164","49","14","12"
"1600","on (i)","","Who's on Who","Racks","","2020","2023‑06‑22","145","48","87","-12","10","52","180","75","56","11"
"1601","on (i)","","Lions Walk","Doug Carn","jazz funk","2020","2023‑06‑22","111","96","35","-5","10","79","260","0","8","11"
"1602","on (i)","","Stella","Harald Lassen","jazz saxophone","2020","2023‑06‑22","129","53","54","-10","20","34","312","43","3","11"
"1603","on (i)","","Første time","Fri Steel","","2021","2023‑06‑22","155","74","54","-11","11","68","360","57","4","11"
"1604","on (i)","","Repurposing 1 D L W","Petter Eldh","experimental jazz","2021","2023‑06‑22","128","50","62","-9","19","27","197","40","31","11"
"1605","on (i)","","Augmented Reality","Benjamin Deschamps","","2021","2023‑06‑22","136","61","51","-8","8","30","279","0","3","11"
"1606","on (i)","","att säga nej","Trondheim Jazz Orchestra","experimental big band","2021","2023‑06‑22","119","54","32","-8","30","27","380","57","4","11"
"1607","on (i)","","King of Mañana","Jiyu","","2021","2023‑06‑22","74","48","39","-10","76","32","366","80","9","11"
"1608","on (i)","","The Fall of Nordic Heroes","Espen Bjarnar","","2021","2023‑06‑22","125","49","62","-14","12","49","396","65","3","11"
"1609","on (i)","","Body Talk - Radio Edit","WAYI","","2022","2023‑06‑22","146","70","57","-6","7","45","204","51","18","11"
"1610","on (i)","","Crypto Jackpot","J The Conscious","","2022","2023‑06‑22","108","57","93","-8","20","83","154","14","28","11"
"1611","on (i)","","Faded","K.J","","2022","2023‑06‑22","123","60","75","-8","13","68","191","3","3","11"
"1612","on (i)","","Smiles & Crys","Akilles","","2022","2023‑06‑22","80","66","59","-9","11","39","202","19","35","11"
"1613","on (i)","","Imprevisto","Texter","","2022","2023‑06‑22","89","64","65","-7","9","64","198","20","28","11"
"1614","on (i)","","Snatch Your Soul","Karma Kasanova","","2022","2023‑06‑22","140","79","69","-8","73","53","207","2","15","11"
"1615","on (i)","","feelNOmore","jac0lbe","","2022","2023‑06‑22","107","63","60","-11","11","22","126","38","6","11"
"1616","on (i)","","Place I Grow","Toronto Poor Boy","","2022","2023‑06‑22","90","63","66","-7","13","14","202","11","16","11"
"1617","on (i)","","Model 3","RTC","","2022","2023‑06‑22","140","48","85","-9","23","27","192","12","23","11"
"1618","on (i)","","Rose of Jericho","Eddie Vedder","acoustic rock","2022","2023‑06‑22","180","96","45","-4","23","40","146","0","10","11"
"1619","on (i)","","I'm Hoping That Light Catches My Eye","The Dudes","","2023","2023‑06‑22","112","51","80","-6","10","32","211","18","8","11"
"1620","on (i)","","Big On You","Nelson Freitas","kizomba","2021","2023‑06‑22","119","79","72","-6","23","66","156","27","9","10"
"1621","on (i)","","Dialogue of the Deaf","Helsinki Headnod Convention","finnish jazz","2021","2023‑06‑22","125","60","57","-12","35","17","176","0","3","10"
"1622","on (i)","","Le chemin du péril","Timothée Robert","","2021","2023‑06‑22","109","56","73","-9","61","35","296","33","5","10"
"1623","on (i)","","See You Later","Benjamin Naud","","2021","2023‑06‑22","114","63","51","-11","10","36","436","43","7","10"
"1624","on (i)","","Everything Up!","stilly!","","2022","2023‑06‑22","135","64","59","-11","27","7","145","1","7","10"
"1625","on (i)","","Judas","Nap'n Azz Rick","","2022","2023‑06‑22","120","85","59","-7","27","73","246","29","41","10"
"1626","on (i)","","Aliah","Baeby","","2022","2023‑06‑22","150","57","60","-11","10","34","166","8","3","10"
"1627","on (i)","","96 Til","Heart Br8k Rebel","","2022","2023‑06‑22","150","59","74","-4","9","69","187","7","13","10"
"1628","on (i)","","Elote","Torratti","","2022","2023‑06‑22","98","59","77","-7","6","55","225","21","17","10"
"1629","on (i)","","Care 4 You","CMF Tana","","2022","2023‑06‑22","194","56","60","-6","14","48","158","53","26","10"
"1630","on (i)","","Marathon","Ghost VnX","sierra leonean pop","2022","2023‑06‑22","90","57","57","-7","9","22","218","6","39","10"
"1631","on (i)","","Come as You Are","Jean Carn","classic soul","2022","2023‑06‑22","88","79","52","-7","16","79","268","19","4","10"
"1632","on (i)","","What If","Rowan Summers","","2021","2023‑06‑22","75","69","65","-6","9","77","189","36","4","9"
"1633","on (i)","","Sweet Surrender","Trustsinceway","","2021","2023‑06‑22","78","50","53","-10","14","63","174","37","45","9"
"1634","on (i)","","Dont ride","Opps","","2021","2023‑06‑22","73","65","78","-10","8","65","223","25","41","9"
"1635","on (i)","","Crazy Thought's","ZONEE","","2022","2023‑06‑22","150","59","70","-8","11","34","184","24","32","9"
"1636","on (i)","","OG","Zulu","","2022","2023‑06‑22","144","64","46","-9","10","43","182","20","29","9"
"1637","on (i)","","addicted!","White Russian SK","","2022","2023‑06‑22","136","64","66","-8","11","22","144","3","5","9"
"1638","on (i)","","KING'S ENTRANCE","Misunderstood Kid","","2022","2023‑06‑22","82","75","38","-7","18","85","157","66","26","9"
"1639","on (i)","","KING","Misunderstood Kid","","2022","2023‑06‑22","86","77","35","-6","18","18","174","17","34","9"
"1640","on (i)","","TIME","Maro Music","czsk reggae","2022","2023‑06‑22","140","80","67","-5","21","46","234","14","10","9"
"1641","on (i)","","Likethat","SXNCE92","","2022","2023‑06‑22","172","49","56","-7","7","50","169","74","43","9"
"1642","on (i)","","Don't Phaze Me","Produc","","2022","2023‑06‑22","160","36","84","-14","11","55","161","29","45","9"
"1643","on (i)","","Terne","Amnesy","","2023","2023‑06‑22","92","52","79","-10","8","29","151","13","32","9"
"1644","on (i)","","Get Got","Drill Hub","uk drill","2020","2023‑06‑22","72","57","58","-12","32","85","189","17","54","8"
"1645","on (i)","","Vir4l","Aristic","","2020","2023‑06‑22","75","94","54","-2","3","67","188","1","16","8"
"1646","on (i)","","THE STORM","Misunderstood Kid","","2022","2023‑06‑22","99","70","51","-6","23","28","171","14","34","8"
"1647","on (i)","","OUTRO (KING BACK)","Misunderstood Kid","","2022","2023‑06‑22","79","67","71","-6","18","48","194","14","32","8"
"1648","on (i)","","Night Sky","SLXCK","","2022","2023‑06‑22","85","72","80","-7","12","47","151","59","30","8"
"1649","on (i)","","HESITANT","SLXCK","","2022","2023‑06‑22","121","43","63","-6","8","90","173","32","26","8"
"1650","on (i)","","CAN YOU BE MY WIFE","Albooby","","2022","2023‑06‑22","122","76","74","-4","16","59","191","61","3","8"
"1651","on (i)","","Percocet - Remix","Belz","","2022","2023‑06‑22","110","70","81","-9","17","73","234","62","4","8"
"1652","on (i)","","Sacrifice","Fenix","","2022","2023‑06‑22","175","87","34","-7","10","34","181","2","8","8"
"1653","on (i)","","Under the sun","Cosway","","2022","2023‑06‑22","91","73","73","-11","14","68","358","1","6","8"
"1654","on (i)","","Pressure","Brett Jetski","","2022","2023‑06‑22","144","43","87","-13","11","75","120","1","32","8"
"1655","on (i)","","Miss Me","Kiwi","","2022","2023‑06‑22","158","57","67","-5","11","50","221","76","25","8"
"1656","on (i)","","Tijuana","Kids in the Basement","","2022","2023‑06‑22","144","92","54","-6","65","67","341","0","4","8"
"1657","on (i)","","Black Benz","SkyMajor","","2023","2023‑06‑22","123","54","88","-8","20","31","159","3","10","8"
"1658","on (i)","","On My Own Now","Myles James","","2023","2023‑06‑22","102","71","84","-7","9","5","247","4","4","8"
"1659","on (i)","","Goat Group Nameless","The Dudes","","2023","2023‑06‑22","75","58","60","-6","36","58","169","8","21","8"
"1660","on (i)","","DREAMIN'","SLXCK","","2023","2023‑06‑22","159","87","39","-6","13","37","138","49","69","8"
"1661","on (i)","","God","A6","","2020","2023‑06‑22","135","72","81","-1","11","42","217","8","14","7"
"1662","on (i)","","BABYLON (feat. Veselina Popova) - Sandy Rivera's Extended Mix","Kings Of Tomorrow","deep house","2020","2023‑06‑22","123","93","83","-5","14","57","273","1","7","7"
"1663","on (i)","","A Gente Volta Amanhã - Instrumental","Adrian Younge","african-american classical","2021","2023‑06‑22","123","65","43","-7","10","33","197","2","3","7"
"1664","on (i)","","What Remains","Frontstreet","nu-metalcore","2021","2023‑06‑22","99","95","22","-5","42","12","200","0","6","7"
"1665","on (i)","","It That Betrays","Head in Hand","","2022","2023‑06‑22","96","57","31","-9","12","4","444","0","3","7"
"1666","on (i)","","No Apologies","SLXCK","","2022","2023‑06‑22","137","71","84","-6","13","83","242","63","9","7"
"1667","on (i)","","Now That You're Gone","awakewx","","2022","2023‑06‑22","130","25","86","-13","12","12","193","26","25","7"
"1668","on (i)","","You Never","SLXCK","","2022","2023‑06‑22","128","91","80","-6","28","68","227","6","21","7"
"1669","on (i)","","Respect","Mobbtied Q","","2022","2023‑06‑22","94","72","75","-6","9","43","138","0","32","7"
"1670","on (i)","","Bad Thoughts","Nangii","","2022","2023‑06‑22","NaN","NaN","NaN","NaN","NaN","NaN","166","NaN","NaN","7"
"1671","on (i)","","Runnin","Brett Jetski","","2022","2023‑06‑22","125","46","80","-11","5","41","207","8","17","7"
"1672","on (i)","","PSG Underrated freestyle","Ghost VnX","","2022","2023‑06‑22","140","66","87","-11","11","91","153","49","20","7"
"1673","on (i)","","NOMIND!","JAKEiNTHEFlE$h","","2022","2023‑06‑22","102","55","73","-11","12","4","149","32","11","7"
"1674","on (i)","","Hop In !","SnowMoney","","2022","2023‑06‑22","130","39","64","-13","11","13","148","9","8","7"
"1675","on (i)","","Superficial","Isaac Girard","","2022","2023‑06‑22","164","65","46","-9","20","68","181","10","34","7"
"1676","on (i)","","MissTheView","SKY","","2023","2023‑06‑22","92","82","62","-6","11","34","169","45","15","7"
"1677","on (i)","","Voices","Silvano Del Gado","afro house","2020","2023‑06‑22","122","92","68","-8","8","62","197","19","4","6"
"1678","on (i)","","Ed Edd & Eddy","OnDrills","uk drill","2021","2023‑06‑22","142","64","89","-7","23","66","203","31","44","6"
"1679","on (i)","","Ecstasy","Iakopo","pacific islands pop","2022","2023‑06‑22","170","66","69","-5","11","42","167","48","6","6"
"1680","on (i)","","Even Now","Awakening","apostolic worship","2022","2023‑06‑22","160","60","33","-8","7","21","436","0","4","6"
"1681","on (i)","","Above and Beyond","Pauleypauls","","2022","2023‑06‑22","129","56","77","-7","9","34","234","31","20","6"
"1682","on (i)","","Let You Down","It's LilBroNo.3","","2022","2023‑06‑22","82","64","55","-6","10","15","163","15","58","6"
"1683","on (i)","","DWBA","GhostOG","","2022","2023‑06‑22","73","41","55","-16","11","10","174","15","39","6"
"1684","on (i)","","Good times don't forget","Pauleypauls","","2022","2023‑06‑22","97","51","91","-1","11","33","198","21","14","6"
"1685","on (i)","","Red dot2","Mobbtied Q","","2022","2023‑06‑22","145","83","81","-5","19","76","210","0","37","6"
